who_region,iso3,country_name,city,year,version,pm10_concentration,pm25_concentration,no2_concentration,type_of_stations,reference,web_link,population,population_source,latitude,longitude,who_ms
4_Eur,FRA,France,Aix En Provence/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",28.128,14.916,30.526,NA,NA,NA,140684,"old database, old database, old database, old database",43.528735,5.44343325,1
4_Eur,FRA,France,Aix En Provence/FRA,2013,"V4.0 (2018), V4.0 (2018)",30.151,18.67,35.027,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2014,"V6.0  (2023), V6.0  (2023)",23.635,13.06,32.724,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2015,"V6.0  (2023), V6.0  (2023)",23.556,12.934,36.091,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2016,"V6.0  (2023), V6.0  (2023)",21.352,12.948,34.993,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2017,"V6.0  (2023), V6.0  (2023)",23.581,12.781,35.776,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2018,"V6.0  (2023), V6.0  (2023)",23.526,11.944,31.201,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2019,"V6.0  (2023), V6.0  (2023)",21.696,10.507,30.886,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2020,"V6.0  (2023), V6.0  (2023)",17.475,8.405,22.453,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Aix En Provence/FRA,2021,"V6.0  (2023), V6.0  (2023)",19.058,9.041,22.009,"Urban, Urban",NA,NA,142482,NA,43.5272,5.44455,1
4_Eur,FRA,France,Ajaccio/FRA,2014,"V6.0  (2023), V6.0  (2023)",23.508,9.973,25.863,"Urban, Urban",NA,NA,NA,NA,41.9215,8.73625,1
4_Eur,FRA,France,Ajaccio/FRA,2015,"V6.0  (2023), V6.0  (2023)",23.797,10.239,25.226,"Urban, Urban",NA,NA,NA,NA,41.9215,8.73625,1
4_Eur,FRA,France,Ajaccio/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.741,9.285,26.533,"Urban, Urban, Urban",NA,NA,NA,NA,41.92293333,8.736933333,1
4_Eur,FRA,France,Ajaccio/FRA,2020,"V6.0  (2023), V6.0  (2023)",20.232,9.084,19.622,"Urban, Urban",NA,NA,NA,NA,41.92525,8.737,1
4_Eur,FRA,France,Ajaccio/FRA,2021,"V6.0  (2023), V6.0  (2023)",23.991,9.386,20.469,"Urban, Urban",NA,NA,NA,NA,41.92525,8.737,1
4_Eur,FRA,France,Albertville/FRA,2018,V6.0  (2023),16.971,10.026,19.893,Urban,NA,NA,NA,NA,45.675,6.3897,1
4_Eur,FRA,France,Albertville/FRA,2019,V6.0  (2023),14.914,9.006,17.953,Urban,NA,NA,NA,NA,45.675,6.3897,1
4_Eur,FRA,France,Albertville/FRA,2020,V6.0  (2023),14.764,9.07,14.985,Urban,NA,NA,NA,NA,45.675,6.3897,1
4_Eur,FRA,France,Albertville/FRA,2021,V6.0  (2023),16.042,9.793,14.668,Urban,NA,NA,NA,NA,45.675,6.3897,1
4_Eur,FRA,France,Amiens/FRA,2013,"V4.0 (2018), V4.0 (2018)",24.392,17.796,23.633,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2014,"V6.0  (2023), V6.0  (2023)",21.119,12.76,23.65,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2015,"V6.0  (2023), V6.0  (2023)",20.825,12.436,22.485,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2016,"V6.0  (2023), V6.0  (2023)",20.715,11.779,23.03,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2017,"V6.0  (2023), V6.0  (2023)",19.693,12.681,22.206,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2018,"V6.0  (2023), V6.0  (2023)",18.476,8.368,19.527,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2019,"V6.0  (2023), V6.0  (2023)",18.867,11.678,15.715,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2020,"V6.0  (2023), V6.0  (2023)",15.216,9.842,12.351,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Amiens/FRA,2021,"V6.0  (2023), V6.0  (2023)",17.411,11.719,14.934,"Urban, Urban",NA,NA,137609,NA,49.88945,2.29355,1
4_Eur,FRA,France,Angers/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",22.213,15.991,21.22,NA,NA,NA,148803,"old database, old database, old database, old database",47.4632335,-0.5545565,1
4_Eur,FRA,France,Angers/FRA,2013,"V4.0 (2018), V4.0 (2018)",19.297,13.818,16.41,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2014,"V6.0  (2023), V6.0  (2023)",18.535,12.258,14.584,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2015,"V6.0  (2023), V6.0  (2023)",17.127,12.316,14.387,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2016,"V6.0  (2023), V6.0  (2023)",17.016,12.371,14.227,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2017,"V6.0  (2023), V6.0  (2023)",16.952,11.245,13.182,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2018,"V6.0  (2023), V6.0  (2023)",15.628,9.847,11.873,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2019,"V6.0  (2023), V6.0  (2023)",15.762,9.47,11.591,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2020,"V6.0  (2023), V6.0  (2023)",14.928,8.761,9.497,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angers/FRA,2021,"V6.0  (2023), V6.0  (2023)",14.45,9.741,10.045,"Urban, Urban",NA,NA,180297,NA,47.45795,-0.5531,1
4_Eur,FRA,France,Angouleme/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",25.539,19.161,21.232,NA,NA,NA,41776,"old database, old database, old database",45.647417,0.167167,1
4_Eur,FRA,France,Angouleme/FRA,2013,"V4.0 (2018), V4.0 (2018)",25.61,13.249,28.465,"Urban, Urban",NA,NA,NA,NA,45.6466,0.16335,1
4_Eur,FRA,France,Angouleme/FRA,2014,"V6.0  (2023), V6.0  (2023)",20.184,9.433,40.785,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Angouleme/FRA,2015,"V6.0  (2023), V6.0  (2023)",18.923,11.264,26.474,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Angouleme/FRA,2016,"V6.0  (2023), V6.0  (2023)",16.636,9.777,27.651,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Angouleme/FRA,2017,"V6.0  (2023), V6.0  (2023)",16.693,8.707,24.77,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Angouleme/FRA,2018,"V6.0  (2023), V6.0  (2023)",16.758,8.501,23.178,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Angouleme/FRA,2019,"V6.0  (2023), V6.0  (2023)",17.928,9.151,21.926,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Angouleme/FRA,2020,"V6.0  (2023), V6.0  (2023)",15.875,8.562,16.11,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Angouleme/FRA,2021,"V6.0  (2023), V6.0  (2023)",15.692,9.159,17.996,"Urban, Urban",NA,NA,NA,NA,45.6494,0.1648,1
4_Eur,FRA,France,Annecy/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",28.601,21.216,28.016,NA,NA,NA,51012,"old database, old database, old database, old database, old database",45.9039444,6.1252222,1
4_Eur,FRA,France,Annecy/FRA,2013,"V4.0 (2018), V4.0 (2018)",22.878,19.283,26.812,"Urban, Urban",NA,NA,126924,NA,45.9061,6.12695,1
4_Eur,FRA,France,Annecy/FRA,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.698,15.413,26.904,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annecy/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.413,17.686,29.712,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annecy/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.024,15.583,28.227,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annecy/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.365,13.292,27.017,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annecy/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.224,12.071,24.52,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annecy/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.122,8.805,23.657,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annecy/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.527,7.839,19.749,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annecy/FRA,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.458,9.589,19.593,"Urban, Urban, Urban",NA,NA,126924,NA,45.9073,6.124066667,1
4_Eur,FRA,France,Annemasse/FRA,2013,"V4.0 (2018), V4.0 (2018)",21.81,15.536,22.521,"Urban, Urban",NA,NA,61518,NA,46.19475,6.22775,1
4_Eur,FRA,France,Annemasse/FRA,2014,"V6.0  (2023), V6.0  (2023)",17.715,11.506,21.856,"Urban, Urban",NA,NA,61518,NA,46.19475,6.22775,1
4_Eur,FRA,France,Annemasse/FRA,2015,"V6.0  (2023), V6.0  (2023)",27.873,23.411,31.654,"Urban, Urban",NA,NA,61518,NA,46.19475,6.22775,1
4_Eur,FRA,France,Annemasse/FRA,2016,V6.0  (2023),18.008,13.176,23.557,Urban,NA,NA,61518,NA,46.1958,6.2406,1
4_Eur,FRA,France,Annemasse/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.398,12.771,33.452,"Urban, Urban, Urban",NA,NA,61518,NA,46.19343333,6.230333333,1
4_Eur,FRA,France,Annemasse/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.607,10.987,20.165,"Urban, Urban, Urban",NA,NA,61518,NA,46.19343333,6.230333333,1
4_Eur,FRA,France,Annemasse/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.604,9.921,20.984,"Urban, Urban, Urban",NA,NA,61518,NA,46.19343333,6.230333333,1
4_Eur,FRA,France,Annemasse/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",15.426,9.256,17.799,"Urban, Urban, Urban",NA,NA,61518,NA,46.19343333,6.230333333,1
4_Eur,FRA,France,Annemasse/FRA,2021,"V6.0  (2023), V6.0  (2023)",13.878,9.043,15.046,"Urban, Urban",NA,NA,61518,NA,46.19475,6.22775,1
4_Eur,FRA,France,Aurillac/FRA,2017,V6.0  (2023),10.803,7.703,9.915,Urban,NA,NA,NA,NA,44.9201,2.4411,1
4_Eur,FRA,France,Aurillac/FRA,2018,V6.0  (2023),9.687,6.266,8.619,Urban,NA,NA,NA,NA,44.9201,2.4411,1
4_Eur,FRA,France,Aurillac/FRA,2019,V6.0  (2023),11.007,6.574,9.394,Urban,NA,NA,NA,NA,44.9201,2.4411,1
4_Eur,FRA,France,Aurillac/FRA,2020,V6.0  (2023),9.189,5.597,7.645,Urban,NA,NA,NA,NA,44.9201,2.4411,1
4_Eur,FRA,France,Aurillac/FRA,2021,V6.0  (2023),10.255,6.237,8.104,Urban,NA,NA,NA,NA,44.9201,2.4411,1
4_Eur,FRA,France,Auxerre/FRA,2015,V6.0  (2023),16.085,11.705,13.69,Urban,NA,NA,NA,NA,47.8006,3.5762,1
4_Eur,FRA,France,Auxerre/FRA,2016,V6.0  (2023),13.279,9.777,13.596,Urban,NA,NA,NA,NA,47.8006,3.5762,1
4_Eur,FRA,France,Auxerre/FRA,2017,V6.0  (2023),13.702,10.059,12.37,Urban,NA,NA,NA,NA,47.8006,3.5762,1
4_Eur,FRA,France,Auxerre/FRA,2018,V6.0  (2023),15.199,7.63,11.075,Urban,NA,NA,NA,NA,47.8006,3.5762,1
4_Eur,FRA,France,Avignon/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",28.235,14.799,19.854,NA,NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94656525,4.8100435,1
4_Eur,FRA,France,Avignon/FRA,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.726,14.754,22.973,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.106,12.733,24.318,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.451,11.182,23.38,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",24.563,11.725,22.551,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.596,12.682,21.76,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.554,11.717,20.209,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.926,10.983,18.942,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.106,10.235,17.163,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Avignon/FRA,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.086,10.492,17.128,"Urban, Suburban, Urban",NA,NA,469504,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",43.94896667,4.828633333,1
4_Eur,FRA,France,Bassens/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",21.198,19.396,19.896,NA,NA,NA,6944,"old database, old database, old database",44.900278,-0.514722,1
4_Eur,FRA,France,Bastia/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",19.939,11.23,21.475,NA,NA,NA,42912,"old database, old database, old database, old database, old database",42.6877214,9.442779,1
4_Eur,FRA,France,Bastia/FRA,2020,"V6.0  (2023), V6.0  (2023)",15.749,6.223,11.828,"Urban, Urban",NA,NA,NA,NA,42.70035,9.4464,1
4_Eur,FRA,France,Bastia/FRA,2021,"V6.0  (2023), V6.0  (2023)",15.156,7.27,10.934,"Urban, Urban",NA,NA,NA,NA,42.70035,9.4464,1
4_Eur,FRA,France,Baume Les Dames/FRA,2021,V6.0  (2023),15.025,8.817,10.789,Urban,NA,NA,NA,NA,47.3513,6.3597,1
4_Eur,FRA,France,Bayonne/FRA,2013,"V4.0 (2018), V4.0 (2018)",22.15,11.585,23.456,"Urban, Urban",NA,NA,115561,NA,43.48685,-1.50845,1
4_Eur,FRA,France,Bayonne/FRA,2014,"V6.0  (2023), V6.0  (2023)",22.917,8.032,22.259,"Urban, Urban",NA,NA,115561,NA,43.48685,-1.50845,1
4_Eur,FRA,France,Bayonne/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",24.573,11.515,22.159,"Urban, Urban, Suburban",NA,NA,115561,NA,43.4813,-1.523566667,1
4_Eur,FRA,France,Bayonne/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.752,7.405,19.305,"Urban, Urban, Suburban",NA,NA,115561,NA,43.4813,-1.523566667,1
4_Eur,FRA,France,Bayonne/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.061,6.716,18.94,"Urban, Urban, Suburban",NA,NA,115561,NA,43.4813,-1.523566667,1
4_Eur,FRA,France,Bayonne/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.438,8.785,18.351,"Urban, Urban, Suburban",NA,NA,115561,NA,43.4813,-1.523566667,1
4_Eur,FRA,France,Bayonne/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.735,6.475,17.006,"Urban, Urban, Suburban",NA,NA,115561,NA,43.4813,-1.523566667,1
4_Eur,FRA,France,Bayonne/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.219,6.314,13.085,"Urban, Urban, Suburban",NA,NA,115561,NA,43.4813,-1.523566667,1
4_Eur,FRA,France,Bayonne/FRA,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.943,8.127,12.905,"Urban, Urban, Suburban",NA,NA,115561,NA,43.4813,-1.523566667,1
4_Eur,FRA,France,Beaumarches/FRA,2013,V4.0 (2018),14.872,9.078,2.34,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2014,V6.0  (2023),15.21,9.887,1.881,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2015,V6.0  (2023),15.768,8.665,3.539,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2016,V6.0  (2023),13.336,7.707,3.782,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2017,V6.0  (2023),16.674,10.538,2.671,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2018,V6.0  (2023),10.345,6.95,1.12,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2019,V6.0  (2023),10.537,6.494,0.907,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2020,V6.0  (2023),9.664,5.715,0.697,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beaumarches/FRA,2021,V6.0  (2023),10.085,6.405,0.583,Rural,NA,NA,NA,NA,43.6287,0.1791,1
4_Eur,FRA,France,Beauvais/FRA,2013,V4.0 (2018),23.915,16.562,35.401,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2014,V6.0  (2023),21.772,15.015,34.365,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2015,V6.0  (2023),22.885,14.343,31.67,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2016,V6.0  (2023),22.036,14.61,31.026,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2017,V6.0  (2023),19.153,13.496,29.48,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2018,V6.0  (2023),20.132,12.75,27.929,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2019,V6.0  (2023),19.318,11.072,28.259,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2020,V6.0  (2023),16.922,9.109,22.32,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Beauvais/FRA,2021,V6.0  (2023),17.842,13.58,23.524,Urban,NA,NA,NA,NA,49.4359,2.0843,1
4_Eur,FRA,France,Besancon/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.341,14.199,31.003,NA,NA,NA,115879,"old database, old database, old database, old database, old database, old database, old database",47.23753171,6.008250143,1
4_Eur,FRA,France,Besancon/FRA,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",27.247,15.817,27.05,"Urban, Urban, Urban, Urban",NA,NA,115934,NA,47.235075,6.010025,1
4_Eur,FRA,France,Besancon/FRA,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.615,13.939,27.157,"Urban, Urban, Urban",NA,NA,115934,NA,47.23943333,6.022833333,1
4_Eur,FRA,France,Besancon/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.88,15.035,26.183,"Urban, Urban, Urban",NA,NA,115934,NA,47.23943333,6.022833333,1
4_Eur,FRA,France,Besancon/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.491,12.842,24.3,"Urban, Urban, Urban",NA,NA,115934,NA,47.23943333,6.022833333,1
4_Eur,FRA,France,Besancon/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.641,11.662,21.702,"Urban, Urban, Urban",NA,NA,115934,NA,47.23943333,6.022833333,1
4_Eur,FRA,France,Besancon/FRA,2018,"V6.0  (2023), V6.0  (2023)",16.206,12.061,20.712,"Urban, Urban",NA,NA,115934,NA,47.2417,6.0195,1
4_Eur,FRA,France,Besancon/FRA,2019,"V6.0  (2023), V6.0  (2023)",14.792,9.166,19.631,"Urban, Urban",NA,NA,115934,NA,47.2417,6.0195,1
4_Eur,FRA,France,Besancon/FRA,2020,"V6.0  (2023), V6.0  (2023)",13.804,8.13,15.928,"Urban, Urban",NA,NA,115934,NA,47.2417,6.0195,1
4_Eur,FRA,France,Besancon/FRA,2021,"V6.0  (2023), V6.0  (2023)",14.037,8.991,14.334,"Urban, Urban",NA,NA,115934,NA,47.2417,6.0195,1
4_Eur,FRA,France,Bethune/FRA,2013,V4.0 (2018),25.867,18.414,19.439,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2014,V6.0  (2023),20.647,13.334,17.934,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2015,V6.0  (2023),19.111,14.058,15.354,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2016,V6.0  (2023),19.875,13.862,16.416,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2017,V6.0  (2023),19.404,13.39,16.401,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2018,V6.0  (2023),19.835,13.745,16.556,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2019,V6.0  (2023),17.882,11.762,14.191,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2020,V6.0  (2023),16.484,10.123,10.746,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bethune/FRA,2021,V6.0  (2023),17.556,11.606,12.647,Urban,NA,NA,358084,Imputed_from_UNWUP2018,50.5354,2.6357,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2013,V4.0 (2018),20.595,14.834,14.758,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2014,V6.0  (2023),16.891,10.964,12.984,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2015,V6.0  (2023),18.544,11.944,12.382,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2016,V6.0  (2023),21.71,17.912,12.167,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2017,V6.0  (2023),16.023,11.179,12.156,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2018,V6.0  (2023),17.776,12.04,9.765,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2019,V6.0  (2023),16.427,9.374,10.364,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2020,V6.0  (2023),14.092,7.766,8.423,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Bettancourt La Ferree/FRA,2021,V6.0  (2023),15.421,9.139,10.191,Urban,NA,NA,NA,NA,48.6458,4.9661,1
4_Eur,FRA,France,Biarritz/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",27.703,13.749,16.382,NA,NA,NA,30055,"manual, manual, manual",43.461389,-1.5525,1
4_Eur,FRA,France,Billere/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",20.554,14.486,17.227,NA,NA,NA,13343,"old database, old database, old database",43.310833,-0.391111,1
