who_region,iso3,country_name,city,year,version,pm10_concentration,pm25_concentration,no2_concentration,type_of_stations,reference,web_link,population,population_source,latitude,longitude,who_ms
4_Eur,FRA,France,Neuilly Saint Front/FRA,2021,V6.0  (2023),14.324,8.879,4.552,Rural,NA,NA,NA,NA,49.1749,3.2608,1
4_Eur,FRA,France,Nice/FRA,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",27.654,15.567,35.796,"Urban, Urban, Urban, Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.64255714,7.167528571,1
4_Eur,FRA,France,Nice/FRA,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",25.605,13.86,34.388,"Urban, Urban, Urban, Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.64255714,7.167528571,1
4_Eur,FRA,France,Nice/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",26.663,15.298,34.416,"Urban, Urban, Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.6313,7.151266667,1
4_Eur,FRA,France,Nice/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",23.872,12.947,33.08,"Urban, Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.64138,7.15708,1
4_Eur,FRA,France,Nice/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",25.874,13.897,34.348,"Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.63715,7.156875,1
4_Eur,FRA,France,Nice/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",23.726,12.534,29.99,"Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.63715,7.156875,1
4_Eur,FRA,France,Nice/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",23.92,12.076,29.39,"Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.63715,7.156875,1
4_Eur,FRA,France,Nice/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.321,9.632,22.632,"Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.63715,7.156875,1
4_Eur,FRA,France,Nice/FRA,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.79,9.956,23.124,"Urban, Urban, Suburban, Urban",NA,NA,670215,NA,43.63715,7.156875,1
4_Eur,FRA,France,Nimes/FRA,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",22.647,15.065,28.965,NA,NA,NA,144940,"old database, old database, old database",43.8325974,4.369327,1
4_Eur,FRA,France,Nimes/FRA,2013,"V4.0 (2018), V4.0 (2018)",21.85,14.187,29.016,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2014,"V6.0  (2023), V6.0  (2023)",20.832,13.644,27.307,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2015,"V6.0  (2023), V6.0  (2023)",20.836,13.497,29.949,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2016,"V6.0  (2023), V6.0  (2023)",19.172,11.778,29.073,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2017,"V6.0  (2023), V6.0  (2023)",19.436,10.825,26.913,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2018,"V6.0  (2023), V6.0  (2023)",17.305,9.849,24.376,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2019,"V6.0  (2023), V6.0  (2023)",18.345,8.182,23.548,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2020,"V6.0  (2023), V6.0  (2023)",17.23,8.759,19.364,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Nimes/FRA,2021,"V6.0  (2023), V6.0  (2023)",16.148,8.011,18.042,"Urban, Urban",NA,NA,150610,NA,43.83215,4.3682,1
4_Eur,FRA,France,Niort/FRA,2013,"V4.0 (2018), V4.0 (2018)",21.756,12.24,26.614,"Urban, Urban",NA,NA,NA,NA,46.3258,-0.46265,1
4_Eur,FRA,France,Niort/FRA,2014,"V6.0  (2023), V6.0  (2023)",19.429,10.148,25.66,"Urban, Urban",NA,NA,NA,NA,46.3258,-0.46265,1
4_Eur,FRA,France,Niort/FRA,2015,"V6.0  (2023), V6.0  (2023)",20.049,11.06,25.017,"Urban, Urban",NA,NA,NA,NA,46.3258,-0.46265,1
4_Eur,FRA,France,Niort/FRA,2016,"V6.0  (2023), V6.0  (2023)",17.721,9.993,24.439,"Urban, Urban",NA,NA,NA,NA,46.3258,-0.46265,1
4_Eur,FRA,France,Niort/FRA,2017,"V6.0  (2023), V6.0  (2023)",18.162,9.896,23.724,"Urban, Urban",NA,NA,NA,NA,46.3258,-0.46265,1
4_Eur,FRA,France,Niort/FRA,2018,"V6.0  (2023), V6.0  (2023)",17.823,8.989,20.39,"Urban, Urban",NA,NA,NA,NA,46.3258,-0.46265,1
4_Eur,FRA,France,Niort/FRA,2019,"V6.0  (2023), V6.0  (2023)",17.971,8.855,20.071,"Urban, Urban",NA,NA,NA,NA,46.3258,-0.46265,1
4_Eur,FRA,France,Niort/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",15.026,8.997,15.543,"Urban, Urban, Urban",NA,NA,NA,NA,46.32386667,-0.4694,1
4_Eur,FRA,France,Niort/FRA,2021,"V6.0  (2023), V6.0  (2023)",18.816,8.974,15.228,"Urban, Urban",NA,NA,NA,NA,46.321,-0.47465,1
4_Eur,FRA,France,Orleans/FRA,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",20.796,16.74,23.254,"Urban, Urban, Urban, Urban, Urban",NA,NA,208564,NA,47.87966,1.93002,1
4_Eur,FRA,France,Orleans/FRA,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.269,13.713,20.334,"Urban, Urban, Urban, Urban",NA,NA,208564,NA,47.890425,1.9306,1
4_Eur,FRA,France,Orleans/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.038,13.195,20.297,"Urban, Urban, Urban, Urban",NA,NA,208564,NA,47.890425,1.9306,1
4_Eur,FRA,France,Orleans/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.544,12.101,18.559,"Urban, Urban, Urban",NA,NA,208564,NA,47.88743333,1.937366667,1
4_Eur,FRA,France,Orleans/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",15.917,11.942,17.861,"Urban, Urban, Urban",NA,NA,208564,NA,47.88743333,1.937366667,1
4_Eur,FRA,France,Orleans/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",15.363,10.758,16.48,"Urban, Urban, Urban",NA,NA,208564,NA,47.88743333,1.937366667,1
4_Eur,FRA,France,Orleans/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",15.273,10.033,15.515,"Urban, Urban, Urban",NA,NA,208564,NA,47.88743333,1.937366667,1
4_Eur,FRA,France,Orleans/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",14.247,8.193,12.133,"Urban, Urban, Urban",NA,NA,208564,NA,47.88743333,1.937366667,1
4_Eur,FRA,France,Orleans/FRA,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",14.537,9.82,12.916,"Urban, Urban, Urban",NA,NA,208564,NA,47.88743333,1.937366667,1
4_Eur,FRA,France,Paris/FRA,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",29.119,18.684,42.876,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.86348378,2.36497027,1
4_Eur,FRA,France,Paris/FRA,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",26.14,16.631,43.533,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.85857568,2.364956757,1
4_Eur,FRA,France,Paris/FRA,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",25.98,16.184,41.52,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.85857568,2.364956757,1
4_Eur,FRA,France,Paris/FRA,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",25.144,15.1,41.109,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.85818056,2.363375,1
4_Eur,FRA,France,Paris/FRA,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",24.293,13.93,41.003,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.85818056,2.363375,1
4_Eur,FRA,France,Paris/FRA,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",24.48,14.008,38.945,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.85818056,2.363375,1
4_Eur,FRA,France,Paris/FRA,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.677,12.733,35.476,"Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.86032286,2.36296,1
4_Eur,FRA,France,Paris/FRA,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.249,11.289,27.3,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.85943143,2.362288571,1
4_Eur,FRA,France,Paris/FRA,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.702,12.885,29.952,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Suburban, Suburban, Urban, Urban",NA,NA,11017230,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.85943143,2.362288571,1
4_Eur,FRA,France,Passy/FRA,2015,V6.0  (2023),28.081,18.431,21.88,Suburban,NA,NA,NA,NA,45.9236,6.7136,1
4_Eur,FRA,France,Passy/FRA,2016,V6.0  (2023),23.806,15.918,17.681,Suburban,NA,NA,NA,NA,45.9236,6.7136,1
4_Eur,FRA,France,Passy/FRA,2017,V6.0  (2023),23.234,17.031,18.244,Suburban,NA,NA,NA,NA,45.9236,6.7136,1
4_Eur,FRA,France,Passy/FRA,2018,V6.0  (2023),22.698,12.764,14.793,Suburban,NA,NA,NA,NA,45.9236,6.7136,1
